trade_date,open
2021-06-15,134.68
2021-06-11,136.16
2021-06-10,135.83
2021-06-09,135.0
2021-06-08,136.13
2021-06-07,137.8
2021-06-04,135.5
2021-06-03,138.02
2021-06-02,139.58
2021-06-01,137.27
2021-05-31,135.88
2021-05-28,138.01
2021-05-27,136.05
2021-05-26,139.98
2021-05-25,132.62
2021-05-24,131.58
2021-05-21,133.33
2021-05-20,132.75
2021-05-19,134.68
2021-05-18,136.48
2021-05-17,136.0
2021-05-14,171.0
2021-05-13,168.68
2021-05-12,168.05
2021-05-11,159.5
2021-05-10,159.13
2021-05-07,164.81
2021-05-06,169.5
2021-04-30,170.0
2021-04-29,162.0
2021-04-28,163.16
2021-04-27,162.29
2021-04-26,172.18
2021-04-23,163.6
2021-04-22,168.17
2021-04-21,167.0
2021-04-20,169.0
2021-04-19,167.88
2021-04-16,171.0
2021-04-15,168.77
2021-04-14,169.1
2021-04-13,169.98
2021-04-12,171.67
2021-04-09,174.0
2021-04-08,165.03
2021-04-07,167.82
2021-04-06,170.5
2021-04-02,166.98
2021-04-01,160.71
2021-03-31,164.12
2021-03-30,152.8
2021-03-29,150.84
2021-03-26,148.01
2021-03-25,145.5
2021-03-24,148.62
2021-03-23,150.5
2021-03-22,152.09
2021-03-19,153.8
2021-03-18,154.5
2021-03-17,151.96
2021-03-16,149.9
2021-03-15,154.0
2021-03-12,157.85
2021-03-11,155.78
2021-03-10,157.0
2021-03-09,158.0
2021-03-08,166.99
2021-03-05,162.33
2021-03-04,169.98
2021-03-03,168.0
2021-03-02,174.0
2021-03-01,172.7
2021-02-26,170.0
2021-02-25,177.4
2021-02-24,182.8
2021-02-23,180.68
2021-02-22,193.09
2021-02-19,188.88
2021-02-18,207.99
2021-02-10,206.98
2021-02-09,196.88
2021-02-08,192.5
2021-02-05,195.55
2021-02-04,193.12
2021-02-03,198.99
2021-02-02,195.08
2021-02-01,194.99
2021-01-29,198.8
2021-01-28,199.6
2021-01-27,204.8
2021-01-26,208.48
2021-01-25,206.67
2021-01-22,203.0
2021-01-21,202.55
2021-01-20,198.0
2021-01-19,203.42
2021-01-18,203.98
2021-01-15,214.19
2021-01-14,210.87
2021-01-13,214.98
2021-01-12,207.0
2021-01-11,214.23
2021-01-08,216.37
2021-01-07,206.6
2021-01-06,202.88
2021-01-05,200.0
2021-01-04,200.54
2020-12-31,199.0
2020-12-30,194.9
2020-12-29,196.63
2020-12-28,199.01
2020-12-25,193.0
2020-12-24,195.33
2020-12-23,195.94
2020-12-22,195.05
2020-12-21,190.35
2020-12-18,188.35
2020-12-17,199.81
2020-12-16,195.9
2020-12-15,196.4
2020-12-14,189.19
2020-12-11,189.9
2020-12-10,182.5
2020-12-09,182.99
2020-12-08,181.99
2020-12-07,183.0
2020-12-04,172.88
2020-12-03,168.2
2020-12-02,165.66
2020-12-01,160.49
2020-11-30,162.84
2020-11-27,160.06
2020-11-26,159.35
2020-11-25,163.0
2020-11-24,162.0
2020-11-23,164.0
2020-11-20,162.8
2020-11-19,161.03
2020-11-18,160.06
2020-11-17,162.88
2020-11-16,164.0
2020-11-13,164.0
2020-11-12,167.2
2020-11-11,167.68
2020-11-10,169.79
2020-11-09,170.0
2020-11-06,169.12
2020-11-05,163.11
2020-11-04,160.6
2020-11-03,161.85
2020-11-02,162.0
2020-10-30,167.5
2020-10-29,165.0
2020-10-28,164.47
2020-10-27,161.16
2020-10-26,162.0
2020-10-23,168.0
