trade_date,open
2021-06-15,47.6
2021-06-11,48.95
2021-06-10,49.46
2021-06-09,49.25
2021-06-08,49.45
2021-06-07,49.78
2021-06-04,49.0
2021-06-03,49.26
2021-06-02,50.54
2021-06-01,50.63
2021-05-31,51.54
2021-05-28,51.65
2021-05-27,51.52
2021-05-26,52.14
2021-05-25,50.43
2021-05-24,49.91
2021-05-21,51.06
2021-05-20,50.65
2021-05-19,51.28
2021-05-18,49.92
2021-05-17,50.65
2021-05-14,47.6
2021-05-13,47.5
2021-05-12,48.41
2021-05-11,47.88
2021-05-10,47.7
2021-05-07,48.18
2021-05-06,48.37
2021-04-30,49.22
2021-04-29,47.3
2021-04-28,46.6
2021-04-27,45.8
2021-04-26,47.1
2021-04-23,47.26
2021-04-22,47.88
2021-04-21,46.78
2021-04-20,47.19
2021-04-19,46.6
2021-04-16,45.74
2021-04-15,46.4
2021-04-14,46.59
2021-04-13,46.77
2021-04-12,47.23
2021-04-09,48.04
2021-04-08,47.88
2021-04-07,48.74
2021-04-06,48.66
2021-04-02,49.0
2021-04-01,48.72
2021-03-31,48.93
2021-03-30,49.61
2021-03-29,49.84
2021-03-26,48.96
2021-03-25,48.61
2021-03-24,48.81
2021-03-23,49.11
2021-03-22,48.69
2021-03-19,49.5
2021-03-18,49.8
2021-03-17,51.9
2021-03-16,51.99
2021-03-15,51.1
2021-03-12,52.0
2021-03-11,50.85
2021-03-10,52.78
2021-03-09,53.14
2021-03-08,53.41
2021-03-05,55.19
2021-03-04,54.5
2021-03-03,51.64
2021-03-02,51.89
2021-03-01,52.17
2021-02-26,53.68
2021-02-25,53.61
2021-02-24,53.48
2021-02-23,52.15
2021-02-22,53.15
2021-02-19,50.71
2021-02-18,50.14
2021-02-10,47.5
2021-02-09,47.38
2021-02-08,48.45
2021-02-05,47.7
2021-02-04,48.16
2021-02-03,48.0
2021-02-02,48.85
2021-02-01,48.5
2021-01-29,49.9
2021-01-28,50.22
2021-01-27,50.62
2021-01-26,53.2
2021-01-25,53.02
2021-01-22,54.66
2021-01-21,55.31
2021-01-20,56.95
2021-01-19,55.69
2021-01-18,55.9
2021-01-15,55.0
2021-01-14,54.88
2021-01-13,56.61
2021-01-12,54.27
2021-01-11,55.06
2021-01-08,55.41
2021-01-07,55.17
2021-01-06,54.86
2021-01-05,56.05
2021-01-04,58.0
2020-12-31,56.95
2020-12-30,57.0
2020-12-29,57.01
2020-12-28,56.3
2020-12-25,57.6
2020-12-24,58.14
2020-12-23,57.6
2020-12-22,60.2
2020-12-21,58.81
2020-12-18,60.02
2020-12-17,59.4
2020-12-16,58.5
2020-12-15,59.3
2020-12-14,59.29
2020-12-11,59.6
2020-12-10,60.72
2020-12-09,62.3
2020-12-08,61.59
2020-12-07,63.35
2020-12-04,63.35
2020-12-03,63.6
2020-12-02,62.24
2020-12-01,61.0
2020-11-30,62.44
2020-11-27,61.6
2020-11-26,59.69
2020-11-25,58.94
2020-11-24,60.1
2020-11-23,59.99
2020-11-20,60.03
2020-11-19,59.54
2020-11-18,58.42
2020-11-17,58.09
2020-11-16,57.99
2020-11-13,58.5
2020-11-12,59.18
2020-11-11,58.15
2020-11-10,58.5
2020-11-09,57.5
2020-11-06,59.01
2020-11-05,60.98
2020-11-04,61.0
2020-11-03,61.57
2020-11-02,64.2
2020-10-30,68.58
2020-10-29,67.01
2020-10-28,66.29
2020-10-27,65.25
2020-10-26,66.52
2020-10-23,67.99
2020-10-22,68.12
2020-10-21,67.68
2020-10-20,67.1
2020-10-19,67.81
2020-10-16,66.36
2020-10-15,65.56
2020-10-14,65.5
2020-10-13,66.31
2020-10-12,63.3
2020-10-09,62.84
2020-09-30,64.0
2020-09-29,64.42
2020-09-28,62.58
2020-09-25,62.69
2020-09-24,62.27
2020-09-23,63.45
2020-09-22,64.39
2020-09-21,69.23
2020-09-18,61.13
2020-09-17,60.89
2020-09-16,60.0
2020-09-15,58.01
2020-09-14,61.22
2020-09-11,60.6
2020-09-10,61.48
2020-09-09,59.99
2020-09-08,56.8
2020-09-07,57.91
2020-09-04,57.92
2020-09-03,59.55
2020-09-02,59.93
2020-09-01,59.02
2020-08-31,61.5
2020-08-28,60.0
2020-08-27,58.5
2020-08-26,60.4
2020-08-25,61.69
2020-08-24,62.9
2020-08-21,62.5
2020-08-20,63.3
2020-08-19,65.88
2020-08-18,67.0
2020-08-17,62.01
2020-08-14,58.26
2020-08-13,59.22
2020-08-12,57.7
2020-08-11,58.65
2020-08-10,54.53
2020-08-07,56.0
2020-08-06,57.15
2020-08-05,57.29
2020-08-04,54.85
2020-08-03,53.16
2020-07-31,52.57
2020-07-30,53.49
2020-07-29,51.9
2020-07-28,52.05
2020-07-27,51.9
2020-07-24,54.11
2020-07-23,54.49
2020-07-22,55.5
2020-07-21,60.0
2020-07-20,54.5
2020-07-17,54.88
2020-07-16,57.08
2020-07-15,57.43
2020-07-14,55.8
2020-07-13,55.51
2020-07-10,57.0
2020-07-09,58.29
2020-07-08,56.0
2020-07-07,57.7
2020-07-06,52.05
2020-07-03,49.18
2020-07-02,45.68
2020-07-01,44.3
2020-06-30,44.16
2020-06-29,44.68
2020-06-24,44.5
2020-06-23,44.88
2020-06-22,45.2
2020-06-19,45.32
2020-06-18,44.69
2020-06-17,44.31
2020-06-16,44.13
2020-06-15,43.73
2020-06-12,44.0
2020-06-11,45.55
2020-06-10,46.29
2020-06-09,46.29
2020-06-08,45.65
2020-06-05,45.4
2020-06-04,45.87
2020-06-03,45.54
2020-06-02,44.36
2020-06-01,44.0
2020-05-29,43.67
2020-05-28,43.14
2020-05-27,43.2
2020-05-26,42.79
2020-05-25,43.44
2020-05-22,44.9
2020-05-21,45.57
2020-05-20,44.95
2020-05-19,44.93
2020-05-18,44.86
2020-05-15,44.55
2020-05-14,45.25
2020-05-13,45.4
2020-05-12,45.51
2020-05-11,45.12
2020-05-08,45.35
2020-05-07,45.4
2020-05-06,44.5
2020-04-30,44.96
2020-04-29,44.05
2020-04-28,43.31
2020-04-27,42.55
2020-04-24,43.0
2020-04-23,43.42
2020-04-22,42.98
2020-04-21,43.44
2020-04-20,42.72
2020-04-17,42.1
2020-04-16,41.65
2020-04-15,42.11
2020-04-14,41.18
2020-04-13,40.81
2020-04-10,41.01
2020-04-09,41.29
2020-04-08,41.42
2020-04-07,41.36
2020-04-03,40.79
2020-04-02,39.9
2020-04-01,39.58
2020-03-31,40.73
2020-03-30,40.0
2020-03-27,41.05
2020-03-26,40.88
2020-03-25,40.2
2020-03-24,38.5
2020-03-23,38.08
2020-03-20,39.0
2020-03-19,39.79
2020-03-18,40.96
2020-03-17,40.8
2020-03-16,43.48
2020-03-13,42.28
2020-03-12,44.0
2020-03-11,45.2
2020-03-10,44.11
2020-03-09,45.0
2020-03-06,46.57
2020-03-05,45.98
2020-03-04,44.98
2020-03-03,45.99
2020-03-02,44.38
2020-02-28,45.2
2020-02-27,46.42
2020-02-26,45.79
2020-02-25,46.45
2020-02-24,47.56
2020-02-21,48.08
2020-02-20,47.02
2020-02-19,46.7
2020-02-18,46.9
2020-02-17,45.82
2020-02-14,45.37
2020-02-13,45.82
2020-02-12,45.8
2020-02-11,45.99
2020-02-10,45.79
2020-02-07,46.19
2020-02-06,45.8
2020-02-05,45.8
2020-02-04,43.91
2020-02-03,43.19
2020-01-23,48.89
2020-01-22,49.3
2020-01-21,50.7
2020-01-20,50.51
2020-01-17,50.25
2020-01-16,50.7
2020-01-15,50.73
2020-01-14,51.24
2020-01-13,50.21
2020-01-10,50.62
2020-01-09,50.3
2020-01-08,50.3
2020-01-07,50.29
2020-01-06,50.84
2020-01-03,51.0
2020-01-02,50.05
2019-12-31,49.08
2019-12-30,47.4
2019-12-27,47.49
2019-12-26,47.19
2019-12-25,47.0
2019-12-24,46.95
2019-12-23,48.28
2019-12-20,48.48
2019-12-19,48.7
2019-12-18,48.36
2019-12-17,47.59
2019-12-16,47.39
2019-12-13,46.36
2019-12-12,45.97
2019-12-11,46.04
2019-12-10,45.7
2019-12-09,46.3
2019-12-06,45.49
2019-12-05,44.46
2019-12-04,44.2
2019-12-03,44.3
2019-12-02,44.66
2019-11-29,44.4
2019-11-28,44.81
2019-11-27,45.55
2019-11-26,46.23
2019-11-25,45.5
2019-11-22,45.71
2019-11-21,45.62
2019-11-20,46.38
2019-11-19,46.05
2019-11-18,45.99
2019-11-15,46.9
2019-11-14,47.5
2019-11-13,47.84
2019-11-12,47.95
2019-11-11,48.51
2019-11-08,49.8
2019-11-07,49.26
2019-11-06,49.5
2019-11-05,48.8
2019-11-04,48.13
2019-11-01,47.74
2019-10-31,49.6
2019-10-30,49.3
2019-10-29,49.98
