dates,code,in/out,enter_date,enter_price,close_date,close_price
2021-05-07,AVNW,1,2021-05-10,31.700000762939453,2021-06-28,33.91999816894531
2021-05-07,AVO,1,2021-05-10,19.84000015258789,2021-06-28,21.18000030517578
2021-05-07,AVTE,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,BASE,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,BCAB,1,2021-05-10,45.650001525878906,2021-06-28,43.36000061035156
2021-05-07,BDSX,1,2021-05-10,14.359999656677246,2021-06-28,14.1899995803833
2021-05-07,BEEM,1,2021-05-10,31.479999542236328,2021-06-28,37.970001220703125
2021-05-07,BFLY,1,2021-05-10,11.989999771118164,2021-06-28,14.350000381469727
2021-05-07,BGFV,1,2021-05-10,30.25,2021-06-28,25.559999465942383
2021-05-07,BHG,1,2021-05-10,NA,2021-06-28,17.700000762939453
2021-05-07,BHR,1,2021-05-10,6.809999942779541,2021-06-28,5.980000019073486
2021-05-07,BLFY,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,BLNK,1,2021-05-10,32.0,2021-06-28,42.5
2021-05-07,BMEA,1,2021-05-10,16.940000534057617,2021-06-28,13.9399995803833
2021-05-07,BNED,1,2021-05-10,7.860000133514404,2021-06-28,9.045000076293945
2021-05-07,BNGO,1,2021-05-10,5.519999980926514,2021-06-28,8.029999732971191
2021-05-07,BNL,1,2021-05-10,20.280000686645508,2021-06-28,23.489999771118164
2021-05-07,BOLT,1,2021-05-10,22.8700008392334,2021-06-28,17.200000762939453
2021-05-07,BRBS,1,2021-05-10,16.420000076293945,2021-06-28,16.709999084472656
2021-05-07,BSET,1,2021-05-10,36.029998779296875,2021-06-28,26.479999542236328
2021-05-07,BSY,1,2021-05-10,48.59000015258789,2021-06-28,61.150001525878906
2021-05-07,BTRS,1,2021-05-10,14.729999542236328,2021-06-28,13.989999771118164
2021-05-07,BTX,1,2021-05-10,38.45000076293945,2021-06-28,20.0
2021-05-07,BVS,1,2021-05-10,14.529999732971191,2021-06-28,18.969999313354492
2021-05-07,BW,1,2021-05-10,8.430000305175781,2021-06-28,7.860000133514404
2021-05-07,BX,1,2021-05-10,90.83000183105469,2021-06-28,98.6500015258789
2021-05-07,BXC,1,2021-05-10,67.5,2021-06-28,46.560001373291016
2021-05-07,BYRN,1,2021-05-10,23.149999618530273,2021-06-28,22.940000534057617
2021-05-07,CCCC,1,2021-05-10,34.61000061035156,2021-06-28,37.84000015258789
2021-05-07,CCO,1,2021-05-10,2.309999942779541,2021-06-28,2.7899999618530273
2021-05-07,CCSI,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CDAK,1,2021-05-10,18.299999237060547,2021-06-28,20.0
2021-05-07,CDEV,1,2021-05-10,4.789999961853027,2021-06-28,7.329999923706055
2021-05-07,CELC,1,2021-05-10,26.969999313354492,2021-06-28,29.579999923706055
2021-05-07,CERE,1,2021-05-10,13.8100004196167,2021-06-28,13.079999923706055
2021-05-07,CERT,1,2021-05-10,29.3799991607666,2021-06-28,28.3799991607666
2021-05-07,CGEM,1,2021-05-10,30.059999465942383,2021-06-28,27.65999984741211
2021-05-07,CHK,1,2021-05-10,49.630001068115234,2021-06-28,53.099998474121094
2021-05-07,CHPT,1,2021-05-10,22.8799991607666,2021-06-28,32.0
2021-05-07,CLDX,1,2021-05-10,27.06999969482422,2021-06-28,32.7400016784668
2021-05-07,CLNN,1,2021-05-10,9.449999809265137,2021-06-28,10.850000381469727
2021-05-07,CLPT,1,2021-05-10,18.690000534057617,2021-06-28,20.489999771118164
2021-05-07,CLSK,1,2021-05-10,19.18000030517578,2021-06-28,16.399999618530273
2021-05-07,CLVT,1,2021-05-10,28.030000686645508,2021-06-28,26.940000534057617
2021-05-07,CNM,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CNVY,1,2021-05-10,NA,2021-06-28,11.25
2021-05-07,CNXC,1,2021-05-10,157.52999877929688,2021-06-28,160.0
2021-05-07,COGT,1,2021-05-10,8.369999885559082,2021-06-28,8.609999656677246
2021-05-07,COOK,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,COUR,1,2021-05-10,36.13999938964844,2021-06-28,42.68000030517578
2021-05-07,CPE,1,2021-05-10,42.0,2021-06-28,58.970001220703125
2021-05-07,CRBU,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CRC,1,2021-05-10,25.219999313354492,2021-06-28,32.9900016784668
2021-05-07,CRDF,1,2021-05-10,9.479999542236328,2021-06-28,7.78000020980835
2021-05-07,CRGY,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CRIS,1,2021-05-10,10.279999732971191,2021-06-28,7.690000057220459
2021-05-07,CRSR,1,2021-05-10,33.5,2021-06-28,34.0
2021-05-07,CSLT,1,2021-05-10,1.8799999952316284,2021-06-28,2.2699999809265137
2021-05-07,CSSE,1,2021-05-10,35.4900016784668,2021-06-28,42.31999969482422
2021-05-07,CSTM,1,2021-05-10,17.399999618530273,2021-06-28,19.31999969482422
2021-05-07,CTKB,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CTLP,1,2021-05-10,11.0,2021-06-28,11.75
2021-05-07,CTXR,1,2021-05-10,2.2100000381469727,2021-06-28,3.8329999446868896
2021-05-07,CURI,1,2021-05-10,12.449999809265137,2021-06-28,14.682000160217285
2021-05-07,CURV,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CVAC,1,2021-05-10,105.25,2021-06-28,63.349998474121094
2021-05-07,CVGI,1,2021-05-10,12.960000038146973,2021-06-28,10.640000343322754
2021-05-07,CVRX,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,CYT,1,2021-05-10,NA,2021-06-28,20.579999923706055
2021-05-07,DASH,1,2021-05-10,124.9000015258789,2021-06-28,181.0800018310547
2021-05-07,DAWN,1,2021-05-10,NA,2021-06-28,20.170000076293945
2021-05-07,DEN,1,2021-05-10,59.630001068115234,2021-06-28,79.26000213623047
2021-05-07,DIBS,1,2021-05-10,NA,2021-06-28,24.40999984741211
2021-05-07,DKNG,1,2021-05-10,47.560001373291016,2021-06-28,51.709999084472656
2021-05-07,DM,1,2021-05-10,11.899999618530273,2021-06-28,12.479999542236328
2021-05-07,DMS,1,2021-05-10,10.710000038146973,2021-06-28,10.239999771118164
2021-05-07,DNAY,1,2021-05-10,NA,2021-06-28,17.540000915527344
2021-05-07,DNMR,1,2021-05-10,17.950000762939453,2021-06-28,24.540000915527344
2021-05-07,DNUT,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,DOCN,1,2021-05-10,42.11000061035156,2021-06-28,52.59000015258789
2021-05-07,DRIO,1,2021-05-10,18.40999984741211,2021-06-28,22.68000030517578
2021-05-07,DRVN,1,2021-05-10,28.100000381469727,2021-06-28,30.760000228881836
2021-05-07,DS,1,2021-05-10,2.9100000858306885,2021-06-28,3.4100000858306885
2021-05-07,DSEY,1,2021-05-10,17.719999313354492,2021-06-28,17.440000534057617
2021-05-07,DSGN,1,2021-05-10,28.100000381469727,2021-06-28,23.020000457763672
2021-05-07,DSP,1,2021-05-10,32.5,2021-06-28,30.149999618530273
2021-05-07,DTM,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,DV,1,2021-05-10,36.41999816894531,2021-06-28,43.529998779296875
2021-05-07,DYN,1,2021-05-10,18.780000686645508,2021-06-28,21.889999389648438
2021-05-07,EAR,1,2021-05-10,40.939998626708984,2021-06-28,38.369998931884766
2021-05-07,EBC,1,2021-05-10,22.290000915527344,2021-06-28,20.940000534057617
2021-05-07,EBET,1,2021-05-10,22.84000015258789,2021-06-28,21.40999984741211
2021-05-07,ELYM,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,EMKR,1,2021-05-10,7.25,2021-06-28,10.050000190734863
2021-05-07,EOSE,1,2021-05-10,11.279999732971191,2021-06-28,17.989999771118164
2021-05-07,ERAS,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,ETWO,1,2021-05-10,10.6899995803833,2021-06-28,11.8100004196167
2021-05-07,EVCM,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,EWCZ,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,EWTX,1,2021-05-10,28.575000762939453,2021-06-28,23.65999984741211
2021-05-07,EYPT,1,2021-05-10,9.619999885559082,2021-06-28,9.470000267028809
2021-05-07,FA,1,2021-05-10,NA,2021-06-28,20.790000915527344
2021-05-07,FBRT,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,FBRX,1,2021-05-10,32.599998474121094,2021-06-28,35.68000030517578
2021-05-07,FDMT,1,2021-05-10,32.599998474121094,2021-06-28,22.729999542236328
2021-05-07,FHTX,1,2021-05-10,9.859999656677246,2021-06-28,10.260000228881836
2021-05-07,FIGS,1,2021-05-10,NA,2021-06-28,44.599998474121094
2021-05-07,FLL,1,2021-05-10,10.0,2021-06-28,10.09000015258789
2021-05-07,FLXS,1,2021-05-10,48.9900016784668,2021-06-28,44.0
2021-05-07,FLYW,1,2021-05-10,NA,2021-06-28,38.61000061035156
2021-05-07,FNCH,1,2021-05-10,12.850000381469727,2021-06-28,14.699999809265137
2021-05-07,FOA,1,2021-05-10,11.0,2021-06-28,7.900000095367432
2021-05-07,FORA,1,2021-05-10,11.0,2021-06-28,11.579999923706055
2021-05-07,FOUR,1,2021-05-10,86.63999938964844,2021-06-28,98.69000244140625
2021-05-07,FREE,1,2021-05-10,13.729999542236328,2021-06-28,13.449999809265137
2021-05-07,FROG,1,2021-05-10,36.2400016784668,2021-06-28,49.86000061035156
2021-05-07,FSBC,1,2021-05-10,25.149999618530273,2021-06-28,26.329999923706055
2021-05-07,FSR,1,2021-05-10,11.1899995803833,2021-06-28,19.309999465942383
2021-05-07,FTCI,1,2021-05-10,12.420000076293945,2021-06-28,12.300000190734863
2021-05-07,FTSI,1,2021-05-10,29.030000686645508,2021-06-28,28.770000457763672
2021-05-07,FUBO,1,2021-05-10,17.170000076293945,2021-06-28,33.93000030517578
2021-05-07,FUV,1,2021-05-10,9.010000228881836,2021-06-28,15.470000267028809
2021-05-07,FXLV,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,GATO,1,2021-05-10,12.199999809265137,2021-06-28,17.790000915527344
2021-05-07,GBOX,1,2021-05-10,9.84000015258789,2021-06-28,12.5
2021-05-07,GCMG,1,2021-05-10,13.369999885559082,2021-06-28,10.069999694824219
2021-05-07,GEVO,1,2021-05-10,5.849999904632568,2021-06-28,8.220000267028809
2021-05-07,GLSI,1,2021-05-10,33.79999923706055,2021-06-28,44.0
2021-05-07,GLUE,1,2021-05-10,NA,2021-06-28,19.540000915527344
2021-05-07,GMTX,1,2021-05-10,11.979999542236328,2021-06-28,6.5
2021-05-07,GNOG,1,2021-05-10,13.140000343322754,2021-06-28,12.979999542236328
2021-05-07,GNUS,1,2021-05-10,1.6100000143051147,2021-06-28,2.0399999618530273
2021-05-07,GOEV,1,2021-05-10,7.639999866485596,2021-06-28,9.772000312805176
2021-05-07,GRPH,1,2021-05-10,NA,2021-06-28,21.0
2021-05-07,GSAT,1,2021-05-10,1.090000033378601,2021-06-28,1.9199999570846558
2021-05-07,GTBP,1,2021-05-10,16.959999084472656,2021-06-28,14.399999618530273
2021-05-07,GXO,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,HAYW,1,2021-05-10,23.3799991607666,2021-06-28,24.770000457763672
2021-05-07,HGEN,1,2021-05-10,19.450000762939453,2021-06-28,17.829999923706055
2021-05-07,HMPT,1,2021-05-10,6.769999980926514,2021-06-28,6.739999771118164
2021-05-07,HNST,1,2021-05-10,19.520000457763672,2021-06-28,15.899999618530273
2021-05-07,HOFV,1,2021-05-10,3.4000000953674316,2021-06-28,4.504000186920166
2021-05-07,HOV,1,2021-05-10,133.05999755859375,2021-06-28,98.93000030517578
2021-05-07,HOWL,1,2021-05-10,14.59000015258789,2021-06-28,14.850000381469727
2021-05-07,HPK,1,2021-05-10,9.75,2021-06-28,10.899999618530273
2021-05-07,HQI,1,2021-05-10,19.600000381469727,2021-06-28,20.43000030517578
2021-05-07,HRMY,1,2021-05-10,27.90999984741211,2021-06-28,29.479999542236328
2021-05-07,HYFM,1,2021-05-10,64.01000213623047,2021-06-28,57.16999816894531
2021-05-07,HYLN,1,2021-05-10,9.010000228881836,2021-06-28,12.579999923706055
2021-05-07,HYRE,1,2021-05-10,12.850000381469727,2021-06-28,20.31999969482422
2021-05-07,IAS,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,ICVX,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,IDEX,1,2021-05-10,2.619999885559082,2021-06-28,3.140000104904175
2021-05-07,IEA,1,2021-05-10,13.3100004196167,2021-06-28,12.600000381469727
2021-05-07,IKNA,1,2021-05-10,23.739999771118164,2021-06-28,14.350000381469727
2021-05-07,IMGO,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,IMPL,1,2021-05-10,14.949999809265137,2021-06-28,8.220000267028809
2021-05-07,IMRX,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,INBX,1,2021-05-10,15.739999771118164,2021-06-28,25.790000915527344
2021-05-07,INFI,1,2021-05-10,3.140000104904175,2021-06-28,3.0399999618530273
2021-05-07,INNV,1,2021-05-10,25.239999771118164,2021-06-28,21.260000228881836
2021-05-07,INST,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,INTA,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,INVE,1,2021-05-10,15.470000267028809,2021-06-28,16.229999542236328
2021-05-07,IPSC,1,2021-05-10,NA,2021-06-28,23.0
2021-05-07,JANX,1,2021-05-10,NA,2021-06-28,24.549999237060547
2021-05-07,JHG,1,2021-05-10,37.34000015258789,2021-06-28,39.099998474121094
2021-05-07,JOAN,1,2021-05-10,13.520000457763672,2021-06-28,14.800000190734863
2021-05-07,KD,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,KIRK,1,2021-05-10,31.510000228881836,2021-06-28,22.670000076293945
2021-05-07,KLIC,1,2021-05-10,49.9900016784668,2021-06-28,62.369998931884766
2021-05-07,KLTR,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,KMPH,1,2021-05-10,9.430000305175781,2021-06-28,13.84000015258789
2021-05-07,KNTE,1,2021-05-10,24.440000534057617,2021-06-28,25.010000228881836
2021-05-07,KOPN,1,2021-05-10,7.460000038146973,2021-06-28,8.15999984741211
2021-05-07,KRON,1,2021-05-10,25.68000030517578,2021-06-28,24.93000030517578
2021-05-07,KRT,1,2021-05-10,18.790000915527344,2021-06-28,19.959999084472656
2021-05-07,KYMR,1,2021-05-10,44.18000030517578,2021-06-28,45.70000076293945
2021-05-07,LABP,1,2021-05-10,10.899999618530273,2021-06-28,11.869999885559082
2021-05-07,LAW,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,LAZY,1,2021-05-10,24.489999771118164,2021-06-28,24.200000762939453
2021-05-07,LCTX,1,2021-05-10,2.7200000286102295,2021-06-28,2.9000000953674316
2021-05-07,LESL,1,2021-05-10,28.079999923706055,2021-06-28,27.65999984741211
2021-05-07,LEU,1,2021-05-10,25.350000381469727,2021-06-28,26.09000015258789
2021-05-07,LFST,1,2021-05-10,NA,2021-06-28,28.219999313354492
2021-05-07,LOTZ,1,2021-05-10,7.179999828338623,2021-06-28,5.691999912261963
2021-05-07,LPI,1,2021-05-10,38.7599983215332,2021-06-28,86.26000213623047
2021-05-07,LPRO,1,2021-05-10,38.2400016784668,2021-06-28,42.9900016784668
2021-05-07,LSEA,1,2021-05-10,9.510000228881836,2021-06-28,8.0
2021-05-07,LSF,1,2021-05-10,34.95000076293945,2021-06-28,28.809999465942383
2021-05-07,LUNG,1,2021-05-10,42.25,2021-06-28,44.650001525878906
2021-05-07,LYEL,1,2021-05-10,NA,2021-06-28,15.904999732971191
2021-05-07,LYLT,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,LZ,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,MARA,1,2021-05-10,30.989999771118164,2021-06-28,29.239999771118164
2021-05-07,MASS,1,2021-05-10,50.119998931884766,2021-06-28,39.75
2021-05-07,MAX,1,2021-05-10,39.900001525878906,2021-06-28,43.900001525878906
2021-05-07,MCFE,1,2021-05-10,22.84000015258789,2021-06-28,28.5
2021-05-07,MCW,1,2021-05-10,NA,2021-06-28,19.979999542236328
2021-05-07,MDVL,1,2021-05-10,13.359999656677246,2021-06-28,13.399999618530273
2021-05-07,MDXG,1,2021-05-10,9.850000381469727,2021-06-28,11.260000228881836
2021-05-07,MHLD,1,2021-05-10,4.0,2021-06-28,3.509999990463257
2021-05-07,MILE,1,2021-05-10,8.369999885559082,2021-06-28,8.949999809265137
2021-05-07,MLNK,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,MMAT,1,2021-05-10,4.440000057220459,2021-06-28,9.770000457763672
2021-05-07,MNMD,1,2021-05-10,3.380000114440918,2021-06-28,3.869999885559082
2021-05-07,MP,1,2021-05-10,27.969999313354492,2021-06-28,34.900001525878906
2021-05-07,MPLN,1,2021-05-10,6.980000019073486,2021-06-28,9.369999885559082
2021-05-07,MRVI,1,2021-05-10,37.34000015258789,2021-06-28,42.90999984741211
2021-05-07,MSP,1,2021-05-10,25.25,2021-06-28,28.18000030517578
2021-05-07,MVIS,1,2021-05-10,14.039999961853027,2021-06-28,17.290000915527344
2021-05-07,MXCT,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,NABL,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,NAPA,1,2021-05-10,18.25,2021-06-28,21.709999084472656
2021-05-07,NEXI,1,2021-05-10,19.579999923706055,2021-06-28,16.059999465942383
2021-05-07,NFE,1,2021-05-10,40.11000061035156,2021-06-28,38.68000030517578
2021-05-07,NGMS,1,2021-05-10,48.83000183105469,2021-06-28,61.15999984741211
2021-05-07,NKLA,1,2021-05-10,11.550000190734863,2021-06-28,18.290000915527344
2021-05-07,NMTR,1,2021-05-10,1.159999966621399,2021-06-28,1.2400000095367432
2021-05-07,NOG,1,2021-05-10,17.15999984741211,2021-06-28,20.639999389648438
2021-05-07,NOTV,1,2021-05-10,28.56999969482422,2021-06-28,27.959999084472656
2021-05-07,NPCE,1,2021-05-10,21.190000534057617,2021-06-28,23.420000076293945
2021-05-07,NUVB,1,2021-05-10,11.4399995803833,2021-06-28,9.380000114440918
2021-05-07,NUVL,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,NXPI,1,2021-05-10,195.3000030517578,2021-06-28,205.85000610351562
2021-05-07,OAS,1,2021-05-10,77.06999969482422,2021-06-28,99.23999786376953
2021-05-07,OB,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,OCDX,1,2021-05-10,21.68000030517578,2021-06-28,21.780000686645508
2021-05-07,OCGN,1,2021-05-10,8.885000228881836,2021-06-28,8.430000305175781
2021-05-07,OCN,1,2021-05-10,31.290000915527344,2021-06-28,30.969999313354492
2021-05-07,OGN,1,2021-05-10,NA,2021-06-28,29.690000534057617
2021-05-07,OLMA,1,2021-05-10,21.479999542236328,2021-06-28,30.079999923706055
2021-05-07,OM,1,2021-05-10,51.52000045776367,2021-06-28,51.209999084472656
2021-05-07,OMGA,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,OMIC,1,2021-05-10,NA,2021-06-28,26.489999771118164
2021-05-07,ONCR,1,2021-05-10,15.710000038146973,2021-06-28,15.670000076293945
2021-05-07,ONCT,1,2021-05-10,5.5,2021-06-28,5.139999866485596
2021-05-07,ONL,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,ONTF,1,2021-05-10,40.790000915527344,2021-06-28,37.47999954223633
2021-05-07,OPEN,1,2021-05-10,18.700000762939453,2021-06-28,17.18000030517578
2021-05-07,ORMP,1,2021-05-10,10.899999618530273,2021-06-28,13.850000381469727
2021-05-07,OTLK,1,2021-05-10,2.140000104904175,2021-06-28,2.440000057220459
2021-05-07,OUST,1,2021-05-10,10.180000305175781,2021-06-28,12.649999618530273
2021-05-07,PAYA,1,2021-05-10,10.079999923706055,2021-06-28,10.600000381469727
2021-05-07,PCOR,1,2021-05-10,NA,2021-06-28,95.38999938964844
2021-05-07,PCT,1,2021-05-10,15.25,2021-06-28,23.25
2021-05-07,PECO,1,2021-05-10,6.829999923706055,2021-06-28,7.230000019073486
2021-05-07,PLBY,1,2021-05-10,49.369998931884766,2021-06-28,38.959999084472656
2021-05-07,PLM,1,2021-05-10,2.940000057220459,2021-06-28,3.809999942779541
2021-05-07,PLTK,1,2021-05-10,27.270000457763672,2021-06-28,24.479999542236328
2021-05-07,PLTR,1,2021-05-10,19.280000686645508,2021-06-28,26.979999542236328
2021-05-07,PMVP,1,2021-05-10,34.83000183105469,2021-06-28,33.86000061035156
2021-05-07,POWW,1,2021-05-10,6.860000133514404,2021-06-28,9.25
2021-05-07,PPTA,1,2021-05-10,8.869999885559082,2021-06-28,8.5
2021-05-07,PRAX,1,2021-05-10,27.8700008392334,2021-06-28,20.200000762939453
2021-05-07,PRCH,1,2021-05-10,12.65999984741211,2021-06-28,19.309999465942383
2021-05-07,PRLD,1,2021-05-10,41.18000030517578,2021-06-28,32.40999984741211
2021-05-07,PRTG,1,2021-05-10,27.579999923706055,2021-06-28,25.190000534057617
2021-05-07,PRTY,1,2021-05-10,8.649999618530273,2021-06-28,10.010000228881836
2021-05-07,PRVA,1,2021-05-10,31.68000030517578,2021-06-28,46.099998474121094
2021-05-07,PSFE,1,2021-05-10,13.630000114440918,2021-06-28,12.890000343322754
2021-05-07,PSTL,1,2021-05-10,20.280000686645508,2021-06-28,18.610000610351562
2021-05-07,PTVE,1,2021-05-10,15.460000038146973,2021-06-28,15.960000038146973
2021-05-07,PWSC,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,PYCR,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,QS,1,2021-05-10,30.6200008392334,2021-06-28,29.18000030517578
2021-05-07,RADI,1,2021-05-10,14.760000228881836,2021-06-28,14.369999885559082
2021-05-07,RAIN,1,2021-05-10,18.5,2021-06-28,17.290000915527344
2021-05-07,RCEL,1,2021-05-10,19.31999969482422,2021-06-28,21.809999465942383
2021-05-07,REKR,1,2021-05-10,18.8799991607666,2021-06-28,10.449999809265137
2021-05-07,REPX,1,2021-05-10,34.279998779296875,2021-06-28,40.400001525878906
2021-05-07,RIDE,1,2021-05-10,7.989999771118164,2021-06-28,10.899999618530273
2021-05-07,RIOT,1,2021-05-10,33.33000183105469,2021-06-28,34.11000061035156
2021-05-07,RLYB,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,RMO,1,2021-05-10,7.699999809265137,2021-06-28,8.75
2021-05-07,RPHM,1,2021-05-10,14.949999809265137,2021-06-28,9.529999732971191
2021-05-07,RPID,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,RRD,1,2021-05-10,4.380000114440918,2021-06-28,6.409999847412109
2021-05-07,RSI,1,2021-05-10,12.699999809265137,2021-06-28,12.949999809265137
2021-05-07,RVLV,1,2021-05-10,57.849998474121094,2021-06-28,70.05000305175781
2021-05-07,RXDX,1,2021-05-10,19.989999771118164,2021-06-28,21.649999618530273
2021-05-07,RXRX,1,2021-05-10,28.18000030517578,2021-06-28,34.439998626708984
2021-05-07,RXST,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,SANA,1,2021-05-10,17.90999984741211,2021-06-28,19.459999084472656
2021-05-07,SBTX,1,2021-05-10,28.0,2021-06-28,31.739999771118164
2021-05-07,SEEL,1,2021-05-10,5.309999942779541,2021-06-28,2.9100000858306885
2021-05-07,SEER,1,2021-05-10,37.11000061035156,2021-06-28,34.18000030517578
2021-05-07,SENS,1,2021-05-10,1.8799999952316284,2021-06-28,4.070000171661377
2021-05-07,SERA,1,2021-05-10,NA,2021-06-28,NA
2021-05-07,SESN,1,2021-05-10,2.680000066757202,2021-06-28,4.244999885559082
